archetype,learn_hands,repeat,equilibrium_ev,oracle_ev,guarded_ev,unguarded_ev
calling_station,400,6,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,400,7,0.0008411457306438386,0.33786519063119325,0.004369243582563298,0.03943182614066934
calling_station,400,8,0.0008411457306438386,0.33786519063119325,0.004369243567307814,0.03943182592334829
calling_station,400,9,0.0008411457306438386,0.33786519063119325,0.004369243582563055,0.03943182614066667
calling_station,400,10,0.0008411457306438386,0.33786519063119325,0.004369243582563263,0.039431826140669604
calling_station,400,11,0.0008411457306438386,0.33786519063119325,0.004369243582129326,0.03943182613448769
calling_station,400,12,0.0008411457306438386,0.33786519063119325,0.004369243582563319,0.03943182614067038
calling_station,400,13,0.0008411457306438386,0.33786519063119325,0.0043692435825633605,0.03943182614067023
calling_station,400,14,0.0008411457306438386,0.33786519063119325,0.004369128336418317,0.039430184406355526
calling_station,1000,0,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,1,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,2,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,3,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,4,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,5,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,6,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,7,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,8,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,9,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,10,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,11,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,12,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,13,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
calling_station,1000,14,0.0008411457306438386,0.33786519063119325,0.004369243582563347,0.03943182614067042
maniac,5,0,0.002761328766153863,1.075108465503214,0.034879341174695246,0.07053724341925488
maniac,5,1,0.002761328766153863,1.075108465503214,0.03518503172449664,0.049762442396543635
maniac,5,2,0.002761328766153863,1.075108465503214,0.006732573934980002,0.006732573934980002
maniac,5,3,0.002761328766153863,1.075108465503214,0.03435956656833834,0.055363679876555556
maniac,5,4,0.002761328766153863,1.075108465503214,0.005949147853609768,0.005949147853609768
maniac,5,5,0.002761328766153863,1.075108465503214,0.034007115214253036,0.06292433558697277
maniac,5,6,0.002761328766153863,1.075108465503214,0.004059278004950741,0.004059278004950741
maniac,5,7,0.002761328766153863,1.075108465503214,0.03472919046775648,0.06737994435213426
maniac,5,8,0.002761328766153863,1.075108465503214,0.00545973234917109,0.00545973234917109
maniac,5,9,0.002761328766153863,1.075108465503214,0.03430979402138737,0.12484236135962072
maniac,5,10,0.002761328766153863,1.075108465503214,0.03474025000599276,0.03854306900857887
maniac,5,11,0.002761328766153863,1.075108465503214,0.034711372390248525,0.07383447471900953
maniac,5,12,0.002761328766153863,1.075108465503214,0.03237712898486117,0.03237712898486117
maniac,5,13,0.002761328766153863,1.075108465503214,0.005313888202966965,0.005313888202966965
maniac,5,14,0.002761328766153863,1.075108465503214,0.03293340101228786,0.14029849496682206
maniac,20,0,0.002761328766153863,1.075108465503214,0.03313269640581119,0.17091515975624563
maniac,20,1,0.002761328766153863,1.075108465503214,0.034511057539397684,0.1339908198339798
maniac,20,2,0.002761328766153863,1.075108465503214,0.01741924586079867,0.01741924586079867
maniac,20,3,0.002761328766153863,1.075108465503214,0.033112116813634525,0.15082755861927302
maniac,20,4,0.002761328766153863,1.075108465503214,0.030873387372196186,0.04977166327536953
maniac,20,5,0.002761328766153863,1.075108465503214,0.031542189336229216,0.05762216551834793
maniac,20,6,0.002761328766153863,1.075108465503214,0.03458399901386134,0.051149911006919804
maniac,20,7,0.002761328766153863,1.075108465503214,0.008206848022676579,0.008206848022676579
maniac,20,8,0.002761328766153863,1.075108465503214,0.03453011093901143,0.09743187550336174
maniac,20,9,0.002761328766153863,1.075108465503214,0.030809411957567128,0.056263938505293286
maniac,20,10,0.002761328766153863,1.075108465503214,0.034483491458357676,0.10470871680946069
maniac,20,11,0.002761328766153863,1.075108465503214,0.0314238818547735,0.17949312733985495
maniac,20,12,0.002761328766153863,1.075108465503214,0.035247581512532974,0.0616838954584784
