archetype,learn_hands,repeat,equilibrium_ev,oracle_ev,guarded_ev,unguarded_ev
bluff_heavy,20,9,0.0005767844784683868,0.500073960773175,0.016023271195696423,0.016023271195696423
bluff_heavy,20,10,0.0005767844784683868,0.500073960773175,0.015574112503322614,0.05302436823990385
bluff_heavy,20,11,0.0005767844784683868,0.500073960773175,0.014225220584686338,0.014225220584686338
bluff_heavy,20,12,0.0005767844784683868,0.500073960773175,0.012133619545390092,0.012133619545390092
bluff_heavy,20,13,0.0005767844784683868,0.500073960773175,0.016217623453373742,0.02556018964723355
bluff_heavy,20,14,0.0005767844784683868,0.500073960773175,0.01627999749711921,0.024132301858151448
bluff_heavy,60,0,0.0005767844784683868,0.500073960773175,0.01597817810255299,0.028032243580960386
bluff_heavy,60,1,0.0005767844784683868,0.500073960773175,0.01317745608623623,0.02644302270279011
bluff_heavy,60,2,0.0005767844784683868,0.500073960773175,0.009218249522395909,0.009218249522395909
bluff_heavy,60,3,0.0005767844784683868,0.500073960773175,0.013216113063700484,0.023812385380701594
bluff_heavy,60,4,0.0005767844784683868,0.500073960773175,0.013286397480504565,0.01702158960962375
bluff_heavy,60,5,0.0005767844784683868,0.500073960773175,0.006306818323342588,0.006306818323342588
bluff_heavy,60,6,0.0005767844784683868,0.500073960773175,0.01654335326026496,0.01859318040002493
bluff_heavy,60,7,0.0005767844784683868,0.500073960773175,0.010829057871221896,0.010829057871221896
bluff_heavy,60,8,0.0005767844784683868,0.500073960773175,0.006836181185403384,0.006836181185403384
bluff_heavy,60,9,0.0005767844784683868,0.500073960773175,0.013244740044717575,0.02449614932287291
bluff_heavy,60,10,0.0005767844784683868,0.500073960773175,-0.0014706560609035746,-0.0014706560609035746
bluff_heavy,60,11,0.0005767844784683868,0.500073960773175,0.013226434334919615,0.024460476507652443
bluff_heavy,60,12,0.0005767844784683868,0.500073960773175,0.01370343528914568,0.02642479021201536
bluff_heavy,60,13,0.0005767844784683868,0.500073960773175,0.013158999592915499,0.01590715354628347
bluff_heavy,60,14,0.0005767844784683868,0.500073960773175,0.008990584864844789,0.008990584864844789
bluff_heavy,150,0,0.0005767844784683868,0.500073960773175,0.01323706910938107,0.022853190952458045
bluff_heavy,150,1,0.0005767844784683868,0.500073960773175,0.006475687038071998,0.006475687038071998
bluff_heavy,150,2,0.0005767844784683868,0.500073960773175,0.013263500190639002,0.02490517291162258
bluff_heavy,150,3,0.0005767844784683868,0.500073960773175,0.013298373169396874,0.0262722401448137
bluff_heavy,150,4,0.0005767844784683868,0.500073960773175,0.01330771015281882,0.025776532502304474
bluff_heavy,150,5,0.0005767844784683868,0.500073960773175,0.013320027572676064,0.02580178063889784
bluff_heavy,150,6,0.0005767844784683868,0.500073960773175,0.013177269536380834,0.025915638735035
bluff_heavy,150,7,0.0005767844784683868,0.500073960773175,0.01334585277495158,0.02585472240803989
bluff_heavy,150,8,0.0005767844784683868,0.500073960773175,0.013239607688606346,0.0252412562330559
bluff_heavy,150,9,0.0005767844784683868,0.500073960773175,0.012042895705567117,0.012042895705567117
bluff_heavy,150,10,0.0005767844784683868,0.500073960773175,0.013350375832412824,0.02586399546078277
bluff_heavy,150,11,0.0005767844784683868,0.500073960773175,0.01318202239152192,0.025617803397293346
bluff_heavy,150,12,0.0005767844784683868,0.500073960773175,0.013321251886530126,0.022381255535409365
bluff_heavy,150,13,0.0005767844784683868,0.500073960773175,0.008064093546898549,0.008064093546898549
bluff_heavy,150,14,0.0005767844784683868,0.500073960773175,0.013164542054076599,0.025483192137385632
bluff_heavy,400,0,0.0005767844784683868,0.500073960773175,0.013184703723777239,0.025931131472857083
bluff_heavy,400,1,0.0005767844784683868,0.500073960773175,0.013184728608274056,0.025931183332872657
bluff_heavy,400,2,0.0005767844784683868,0.500073960773175,0.013184715581265855,0.025931156184207466
bluff_heavy,400,3,0.0005767844784683868,0.500073960773175,0.013184733216600207,0.025931192936759415
bluff_heavy,400,4,0.0005767844784683868,0.500073960773175,0.013190623610876646,0.02245616163902414
bluff_heavy,400,5,0.0005767844784683868,0.500073960773175,0.013184184105362214,0.025930048574613805
bluff_heavy,400,6,0.0005767844784683868,0.500073960773175,0.013196393425258524,0.02477223666286671
bluff_heavy,400,7,0.0005767844784683868,0.500073960773175,0.013184170886623825,0.025930021026461726
bluff_heavy,400,8,0.0005767844784683868,0.500073960773175,0.013183871551219244,0.02592939720520484
bluff_heavy,400,9,0.0005767844784683868,0.500073960773175,0.013183178603499143,0.02592795309166357
bluff_heavy,400,10,0.0005767844784683868,0.500073960773175,0.013184052916180689,0.025929775173460123
bluff_heavy,400,11,0.0005767844784683868,0.500073960773175,0.013164012352268654,0.023373058922777062
bluff_heavy,400,12,0.0005767844784683868,0.500073960773175,0.01318472821751717,0.025931182518523943
bluff_heavy,400,13,0.0005767844784683868,0.500073960773175,0.013334830006966288,0.025832124777796266
bluff_heavy,400,14,0.0005767844784683868,0.500073960773175,0.01318465770584902,0.025931035570174066
bluff_heavy,1000,0,0.0005767844784683868,0.500073960773175,0.013184732975422414,0.02593119243413769
bluff_heavy,1000,1,0.0005767844784683868,0.500073960773175,0.01318473360093668,0.02593119373772785
bluff_heavy,1000,2,0.0005767844784683868,0.500073960773175,0.013184733599733316,0.025931193735219987
bluff_heavy,1000,3,0.0005767844784683868,0.500073960773175,0.013184733600596042,0.02593119373701794
bluff_heavy,1000,4,0.0005767844784683868,0.500073960773175,0.013184731797139804,0.025931189978562346
bluff_heavy,1000,5,0.0005767844784683868,0.500073960773175,0.013184733600672821,0.025931193737178032
bluff_heavy,1000,6,0.0005767844784683868,0.500073960773175,0.013184733600937519,0.025931193737729653
bluff_heavy,1000,7,0.0005767844784683868,0.500073960773175,0.013184733600937568,0.02593119373772961
bluff_heavy,1000,8,0.0005767844784683868,0.500073960773175,0.013184733600937623,0.025931193737729633
bluff_heavy,1000,9,0.0005767844784683868,0.500073960773175,0.013184733593735072,0.025931193722719393
bluff_heavy,1000,10,0.0005767844784683868,0.500073960773175,0.013184733600936811,0.025931193737728238
bluff_heavy,1000,11,0.0005767844784683868,0.500073960773175,0.013184733600937623,0.025931193737729633
bluff_heavy,1000,12,0.0005767844784683868,0.500073960773175,0.013184733592933463,0.02593119372104876
bluff_heavy,1000,13,0.0005767844784683868,0.500073960773175,0.013184733600106413,0.02593119373599745
bluff_heavy,1000,14,0.0005767844784683868,0.500073960773175,0.013184733600937394,0.025931193737729466
passive,5,0,0.00011885173537023314,0.14867604996283007,0.00600531450315369,0.01131376155270003
passive,5,1,0.00011885173537023314,0.14867604996283007,0.0034613024576887544,0.0034613024576887544
passive,5,2,0.00011885173537023314,0.14867604996283007,0.004690939151394312,0.004690939151394312
passive,5,3,0.00011885173537023314,0.14867604996283007,0.000704562803694575,0.000704562803694575
passive,5,4,0.00011885173537023314,0.14867604996283007,0.005105097563287024,0.005105097563287024
passive,5,5,0.00011885173537023314,0.14867604996283007,0.0030929478839602717,0.0030929478839602717
passive,5,6,0.00011885173537023314,0.14867604996283007,0.006724584583849745,0.006724584583849745
passive,5,7,0.00011885173537023314,0.14867604996283007,0.005824564950250764,0.007584669453944447
passive,5,8,0.00011885173537023314,0.14867604996283007,0.004639134973923702,0.004639134973923702
passive,5,9,0.00011885173537023314,0.14867604996283007,0.0056107195756038425,0.0056107195756038425
passive,5,10,0.00011885173537023314,0.14867604996283007,0.0009123747884080546,0.0009123747884080546
passive,5,11,0.00011885173537023314,0.14867604996283007,0.0011210963289969705,0.0011210963289969705
passive,5,12,0.00011885173537023314,0.14867604996283007,0.008320297418346272,0.013483059632624944
passive,5,13,0.00011885173537023314,0.14867604996283007,0.0021156422577576217,0.0021156422577576217
passive,5,14,0.00011885173537023314,0.14867604996283007,0.006745335638917757,0.006745335638917757
passive,20,0,0.00011885173537023314,0.14867604996283007,0.005588312183109935,0.006993234055645406
passive,20,1,0.00011885173537023314,0.14867604996283007,-0.0014100860876427868,-0.0014567796679262543
passive,20,2,0.00011885173537023314,0.14867604996283007,0.005338411649389897,0.026113031554228124
passive,20,3,0.00011885173537023314,0.14867604996283007,0.0022336816835957785,0.006034728359880975
passive,20,4,0.00011885173537023314,0.14867604996283007,0.005327332365796765,0.025067681076908432
passive,20,5,0.00011885173537023314,0.14867604996283007,0.005305414312158141,0.026996644013840186
passive,20,6,0.00011885173537023314,0.14867604996283007,0.005267785064993001,0.024301602440398445
passive,20,7,0.00011885173537023314,0.14867604996283007,-0.001659912169669285,-0.00449632206824023
passive,20,8,0.00011885173537023314,0.14867604996283007,0.006757379329852965,0.017588500970431506
passive,20,9,0.00011885173537023314,0.14867604996283007,0.00252749823755246,0.00252749823755246
passive,20,10,0.00011885173537023314,0.14867604996283007,0.004398399429005009,0.010359850624014094
passive,20,11,0.00011885173537023314,0.14867604996283007,0.004705965804181707,0.009481394861551286
passive,20,12,0.00011885173537023314,0.14867604996283007,0.005476389720122377,0.00712689695803588
passive,20,13,0.00011885173537023314,0.14867604996283007,0.003700460869532095,0.003700460869532095
passive,20,14,0.00011885173537023314,0.14867604996283007,0.006827742858580815,0.025005778767878403
passive,60,0,0.00011885173537023314,0.14867604996283007,0.005296908177353954,0.029025348361220588
passive,60,1,0.00011885173537023314,0.14867604996283007,0.004168378841150497,0.011791440295497092
passive,60,2,0.00011885173537023314,0.14867604996283007,0.005246328237728942,0.027801079727655727
passive,60,3,0.00011885173537023314,0.14867604996283007,0.005311446747826756,0.02879681539213717
passive,60,4,0.00011885173537023314,0.14867604996283007,0.005261254385760916,0.027306982729457273
passive,60,5,0.00011885173537023314,0.14867604996283007,0.005296859935602777,0.027511116572088778
passive,60,6,0.00011885173537023314,0.14867604996283007,0.00532654442683151,0.02920562601540006
passive,60,7,0.00011885173537023314,0.14867604996283007,0.005307337165731167,0.0290887694674484
passive,60,8,0.00011885173537023314,0.14867604996283007,0.0052965583737575594,0.0290232214734176
passive,60,9,0.00011885173537023314,0.14867604996283007,0.005263817271413368,0.028510724360198365
passive,60,10,0.00011885173537023314,0.14867604996283007,0.005331482776873599,0.028917286562121176
passive,60,11,0.00011885173537023314,0.14867604996283007,0.006835177002849656,0.01835803088109001
passive,60,12,0.00011885173537023314,0.14867604996283007,0.004631024813551092,0.024998883895835433
passive,60,13,0.00011885173537023314,0.14867604996283007,0.005291667336595557,0.028993485196822072
passive,60,14,0.00011885173537023314,0.14867604996283007,0.005250728640863754,0.027826869446270264
passive,150,0,0.00011885173537023314,0.14867604996283007,0.005325573415538826,0.029199716764685302
passive,150,1,0.00011885173537023314,0.14867604996283007,0.005327797388350271,0.029213251379092323
passive,150,2,0.00011885173537023314,0.14867604996283007,0.005321647244767171,0.029175825179651314
passive,150,3,0.00011885173537023314,0.14867604996283007,0.0053281534558207305,0.02921541841325745
passive,150,4,0.00011885173537023314,0.14867604996283007,0.005328211289714731,0.02921577039377793
passive,150,5,0.00011885173537023314,0.14867604996283007,0.0053277426920817494,0.029212918498523296
passive,150,6,0.00011885173537023314,0.14867604996283007,0.005321113839562817,0.029172579515671176
passive,150,7,0.00011885173537023314,0.14867604996283007,0.005314608028714418,0.029132997198547665
passive,150,8,0.00011885173537023314,0.14867604996283007,0.0053282039995338,0.0292157260252687
passive,150,9,0.00011885173537023314,0.14867604996283007,0.006537293304892146,0.02256746034647443
passive,150,10,0.00011885173537023314,0.14867604996283007,0.005326904967224495,0.029207820188371345
passive,150,11,0.00011885173537023314,0.14867604996283007,0.0053282014782988565,0.029215710680872954
passive,150,12,0.00011885173537023314,0.14867604996283007,0.005328151406865073,0.029215405943203127
passive,150,13,0.00011885173537023314,0.14867604996283007,0.0053281394606901,0.029215333238153222
passive,150,14,0.00011885173537023314,0.14867604996283007,0.005328211589109795,0.029215772215915807
passive,400,0,0.00011885173537023314,0.14867604996283007,0.005328211822273665,0.029215773634965747
passive,400,1,0.00011885173537023314,0.14867604996283007,0.005328211822274789,0.02921577363497258
passive,400,2,0.00011885173537023314,0.14867604996283007,0.0053282118222471725,0.029215773634804612
passive,400,3,0.00011885173537023314,0.14867604996283007,0.005328211808930977,0.029215773553761957
passive,400,4,0.00011885173537023314,0.14867604996283007,0.005328211822274817,0.029215773634972658
passive,400,5,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,400,6,0.00011885173537023314,0.14867604996283007,0.005328211822265234,0.029215773634914725
passive,400,7,0.00011885173537023314,0.14867604996283007,0.005328211816647194,0.029215773600723
passive,400,8,0.00011885173537023314,0.14867604996283007,0.005328211822256693,0.0292157736348632
passive,400,9,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,400,10,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.029215773634972783
passive,400,11,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497267
passive,400,12,0.00011885173537023314,0.14867604996283007,0.005328211822272118,0.029215773634956376
passive,400,13,0.00011885173537023314,0.14867604996283007,0.005328211822267628,0.029215773634929536
passive,400,14,0.00011885173537023314,0.14867604996283007,0.005328211822274609,0.029215773634971874
passive,1000,0,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,1,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,2,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,3,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,4,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,5,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,6,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,7,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,8,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,9,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,10,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,11,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,12,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,13,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
passive,1000,14,0.00011885173537023314,0.14867604996283007,0.00532821182227481,0.02921577363497272
