archetype,repeat,hands,correct,confidence,posterior_true
calling_station,12,100,True,0.9971215039928892,0.9994320006744792
calling_station,12,200,True,0.9999945787573132,0.9999993934123779
calling_station,12,400,True,1.0,1.0
calling_station,12,800,True,1.0,1.0
calling_station,13,5,True,0.21877410338390302,0.36373885203817935
calling_station,13,10,True,0.2719453046429504,0.512124845521073
calling_station,13,25,True,0.6652561247217379,0.7691335138777261
calling_station,13,50,True,0.9877255996788847,0.9967784556876766
calling_station,13,100,True,0.9928752385602702,0.99826680165204
calling_station,13,200,True,0.9999998342017358,0.9999999843418623
calling_station,13,400,True,0.9999999999999313,0.9999999999999964
calling_station,13,800,True,1.0,1.0
calling_station,14,5,False,0.04515516062184777,0.19200525894481565
calling_station,14,10,False,0.11229923522087615,0.23950287187475705
calling_station,14,25,True,0.575140423073278,0.78771527021965
calling_station,14,50,True,0.7376598510442378,0.8574425361995738
calling_station,14,100,True,0.9997580015125284,0.9999611371086276
calling_station,14,200,True,0.9999998480196672,0.9999999857159885
calling_station,14,400,True,1.0,1.0
calling_station,14,800,True,1.0,1.0
calling_station,15,5,True,0.43188087337467773,0.6897306281348317
calling_station,15,10,True,0.5511337196747259,0.7454042706430842
calling_station,15,25,True,0.4730250074821931,0.5487815379395213
calling_station,15,50,True,0.43496650529157255,0.48359745760155365
calling_station,15,100,True,0.9054641437047578,0.9596573067135291
calling_station,15,200,True,0.9999997843435509,0.9999999793312897
calling_station,15,400,True,0.9999999999999999,1.0
calling_station,15,800,True,1.0,1.0
calling_station,16,5,False,0.12451746496367189,0.19939372669342872
calling_station,16,10,True,0.22756286705183681,0.4964212740397106
calling_station,16,25,True,0.70624420105145,0.8726886583493999
calling_station,16,50,True,0.9729901475288064,0.992668260063194
calling_station,16,100,True,0.9999957831784243,0.9999995206601753
calling_station,16,200,True,0.9999999999910911,0.9999999999994544
calling_station,16,400,True,1.0,1.0
