repeat,hand,decay,archetype,correct,confidence
0,1500,0.995,maniac,True,0.9999999999560828
0,1500,0.99,maniac,True,0.9999950142909082
0,1500,0.98,maniac,True,0.9986123858300727
0,1520,1.0,maniac,True,1.0
0,1520,0.999,maniac,True,1.0
0,1520,0.995,maniac,True,0.9999999993905281
0,1520,0.99,maniac,True,0.9999328043516992
0,1520,0.98,maniac,True,0.9828280450006545
0,1540,1.0,maniac,True,1.0
0,1540,0.999,maniac,True,1.0
0,1540,0.995,maniac,True,0.9999999998492898
0,1540,0.99,maniac,True,0.9999835119337903
0,1540,0.98,maniac,True,0.9958651748908584
0,1560,1.0,maniac,True,1.0
0,1560,0.999,maniac,True,1.0
0,1560,0.995,maniac,True,0.9999999999807989
0,1560,0.99,maniac,True,0.9999974209101111
0,1560,0.98,maniac,True,0.9990857367380636
0,1580,1.0,maniac,True,1.0
0,1580,0.999,maniac,True,1.0
0,1580,0.995,maniac,True,0.9999999999656376
0,1580,0.99,maniac,True,0.9999942025773068
0,1580,0.98,maniac,True,0.9972106219798914
0,1600,1.0,maniac,True,1.0
0,1600,0.999,maniac,True,1.0
0,1600,0.995,maniac,True,0.999999999989933
0,1600,0.99,maniac,True,0.9999978978564109
0,1600,0.98,maniac,True,0.9987406328029451
0,1620,1.0,maniac,True,1.0
0,1620,0.999,maniac,True,1.0
0,1620,0.995,maniac,True,0.9999999999333913
0,1620,0.99,maniac,True,0.9999847226137407
0,1620,0.98,maniac,True,0.9911790784985106
0,1640,1.0,maniac,True,1.0
0,1640,0.999,maniac,True,1.0
0,1640,0.995,maniac,True,0.9999999998028627
0,1640,0.99,maniac,True,0.9999636884496175
0,1640,0.98,maniac,True,0.9874893445571213
0,1660,1.0,maniac,True,1.0
0,1660,0.999,maniac,True,1.0
0,1660,0.995,maniac,True,0.9999999998729581
0,1660,0.99,maniac,True,0.9999769955016014
0,1660,0.98,maniac,True,0.9924786133933609
0,1680,1.0,maniac,True,1.0
0,1680,0.999,maniac,True,1.0
0,1680,0.995,maniac,True,0.9999999998479157
0,1680,0.99,maniac,True,0.9999748170016347
0,1680,0.98,maniac,True,0.9929311754117379
0,1700,1.0,maniac,True,1.0
0,1700,0.999,maniac,True,1.0
0,1700,0.995,maniac,True,0.9999999995075763
