hand,regime,true_archetype,map_estimate,correct,confidence,posterior_true,lambda_applied,window_chips_per_100,repeat
2820,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,160.0,1
2840,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,145.0,1
2860,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,45.0,1
2880,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-110.0,1
2900,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,55.0,1
2920,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,5.0,1
2940,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,85.0,1
2960,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-20.0,1
2980,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,60.0,1
3000,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-70.0,1
3020,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,45.0,1
3040,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,20.0,1
3060,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,30.0,1
3080,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,100.0,1
3100,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,45.0,1
3120,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,125.0,1
3140,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,5.0,1
3160,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-105.0,1
3180,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,20.0,1
3200,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,100.0,1
3220,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,15.0,1
3240,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,0.0,1
3260,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,60.0,1
3280,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-25.0,1
3300,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,5.0,1
3320,after,nit,bluff_heavy,False,1.0,5e-324,0.05192217045155677,-125.0,1
3340,after,nit,bluff_heavy,False,1.0,1.5e-323,0.05192217045155677,25.0,1
3360,after,nit,bluff_heavy,False,1.0,1.5e-323,0.05192217045155677,-35.0,1
3380,after,nit,bluff_heavy,False,1.0,4.4e-323,0.05192217045155677,-105.0,1
3400,after,nit,bluff_heavy,False,1.0,1.4e-322,0.05192217045155677,45.0,1
3420,after,nit,bluff_heavy,False,1.0,3.893e-321,0.05192217045155677,0.0,1
3440,after,nit,bluff_heavy,False,1.0,6.057e-321,0.05192217045155677,-35.0,1
3460,after,nit,bluff_heavy,False,1.0,6.06e-321,0.05192217045155677,30.0,1
3480,after,nit,bluff_heavy,False,1.0,7.46261e-318,0.05192217045155677,65.0,1
3500,after,nit,bluff_heavy,False,1.0,3.442555696e-315,0.05192217045155677,-30.0,1
3520,after,nit,bluff_heavy,False,1.0,9.73098225063e-313,0.05192217045155677,40.0,1
3540,after,nit,bluff_heavy,False,1.0,3.798407595654e-312,0.05192217045155677,85.0,1
3560,after,nit,bluff_heavy,False,1.0,2.680302896753e-312,0.05192217045155677,-60.0,1
3580,after,nit,bluff_heavy,False,1.0,2.5374556401856e-311,0.05192217045155677,-65.0,1
3600,after,nit,bluff_heavy,False,1.0,1.958870047713e-311,0.05192217045155677,-30.0,1
3620,after,nit,bluff_heavy,False,1.0,6.6056391667617e-311,0.05192217045155677,20.0,1
3640,after,nit,bluff_heavy,False,1.0,1.069844435910699e-308,0.05192217045155677,-55.0,1
3660,after,nit,bluff_heavy,False,1.0,2.6634490538647035e-306,0.05192217045155677,145.0,1
3680,after,nit,bluff_heavy,False,1.0,1.4716473073057968e-303,0.05192217045155677,-55.0,1
3700,after,nit,bluff_heavy,False,0.9999999999999998,2.1836249666983763e-300,0.051922170451556754,60.0,1
3720,after,nit,bluff_heavy,False,0.9999999999999991,9.713164618175167e-299,0.051922170451556726,-65.0,1
3740,after,nit,bluff_heavy,False,0.9999999999999986,1.7922387630966568e-298,0.051922170451556636,-100.0,1
3760,after,nit,bluff_heavy,False,0.9999999999999951,9.640950951177207e-298,0.05192217045155652,70.0,1
3780,after,nit,bluff_heavy,False,0.999999999999971,4.351712270582182e-297,0.05192217045155515,-60.0,1
3800,after,nit,bluff_heavy,False,0.99999999999988,3.3818389215329943e-295,0.05192217045155019,15.0,1
3820,after,nit,bluff_heavy,False,0.9999999999990515,1.6139556770484077e-293,0.05192217045150483,-55.0,1
3840,after,nit,bluff_heavy,False,0.9999999999971833,8.502809287820694e-293,0.05192217045140227,-70.0,1
3860,after,nit,bluff_heavy,False,0.9999999999717913,4.89781336274836e-291,0.051922170450003385,50.0,1
3880,after,nit,bluff_heavy,False,0.9999999999035252,4.129095665107642e-289,0.051922170446229696,-45.0,1
3900,after,nit,bluff_heavy,False,0.9999999981254195,4.410057638641067e-286,0.051922170347242544,115.0,1
3920,after,nit,bluff_heavy,False,0.9999999636139406,5.944770791889806e-284,0.05192216840632649,70.0,1
3940,after,nit,bluff_heavy,False,0.9999998921747829,9.719951333832745e-284,0.05192216436358043,155.0,1
3960,after,nit,bluff_heavy,False,0.999999378415153,3.537569254428552e-282,0.05192213505859339,70.0,1
3980,after,nit,bluff_heavy,False,0.9999972910409926,3.1178347444998005e-280,0.05192201487471235,-20.0,1
20,before,maniac,bluff_heavy,False,0.3816062916211477,0.2915946682948769,0.05578710608497479,-5.0,2
40,before,maniac,maniac,True,0.40465304693624693,0.44087263851085684,0.062423258175367986,-50.0,2
60,before,maniac,maniac,True,0.6804944701249592,0.7801673809150332,0.06456632174168098,20.0,2
80,before,maniac,maniac,True,0.9806583556434781,0.9944059145756609,0.05850092659477829,-15.0,2
100,before,maniac,maniac,True,0.9982254836776493,0.9996446011863136,0.05851533243722498,-195.0,2
120,before,maniac,maniac,True,0.9985508539899035,0.9997168704130078,0.0585369116499346,115.0,2
140,before,maniac,maniac,True,0.9731831200107837,0.9917002926448993,0.05855308897318752,70.0,2
160,before,maniac,maniac,True,0.9990856258079966,0.999830830314875,0.05857221257413453,260.0,2
180,before,maniac,maniac,True,0.9996481782300509,0.99994132435116,0.058609025658299854,-95.0,2
200,before,maniac,maniac,True,0.9996368461861445,0.9999392366592204,0.05860828884574563,50.0,2
220,before,maniac,maniac,True,0.9999754779067148,0.9999967802245002,0.05863013944605708,-100.0,2
240,before,maniac,maniac,True,0.9999906289794365,0.9999988563234655,0.058631099818586246,-250.0,2
260,before,maniac,maniac,True,0.9999992415774294,0.9999999217360579,0.058631641759840855,-15.0,2
280,before,maniac,maniac,True,0.9999943187263042,0.9999993310716833,0.058631332628486986,-20.0,2
300,before,maniac,maniac,True,0.9999992455513335,0.9999999221711243,0.05863164200793459,85.0,2
320,before,maniac,maniac,True,0.9999999243109963,0.9999999931503605,0.058631684267779816,-175.0,2
340,before,maniac,maniac,True,0.9999999735189744,0.999999997730165,0.058631687311848646,30.0,2
360,before,maniac,maniac,True,0.9999999996392342,0.999999999974545,0.05863168892120488,-140.0,2
380,before,maniac,maniac,True,0.9999999999811637,0.9999999999988141,0.0586316889420949,145.0,2
400,before,maniac,maniac,True,0.9999999999634996,0.9999999999976454,0.058631688941018674,-155.0,2
420,before,maniac,maniac,True,0.999999999996294,0.9999999999997797,0.05863168894301557,50.0,2
440,before,maniac,maniac,True,0.9999999999997086,0.999999999999984,0.05863168894322285,-45.0,2
460,before,maniac,maniac,True,0.9999999999999237,0.999999999999996,0.05863168894323586,25.0,2
480,before,maniac,maniac,True,0.999999999999949,0.9999999999999973,0.058631688943237434,155.0,2
500,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-170.0,2
520,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-50.0,2
540,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,25.0,2
560,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-40.0,2
580,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-100.0,2
600,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-160.0,2
620,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,65.0,2
640,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-135.0,2
660,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-40.0,2
680,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,80.0,2
700,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,45.0,2
720,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,90.0,2
740,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-35.0,2
760,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,95.0,2
780,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-10.0,2
800,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,155.0,2
820,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,265.0,2
840,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,65.0,2
860,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-100.0,2
880,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,15.0,2
900,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-20.0,2
920,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,15.0,2
940,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,150.0,2
960,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,255.0,2
980,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-25.0,2
1000,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-55.0,2
1020,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-85.0,2
1040,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-80.0,2
1060,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,65.0,2
1080,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,80.0,2
1100,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-115.0,2
1120,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-120.0,2
1140,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,195.0,2
1160,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-75.0,2
1180,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,45.0,2
1200,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,60.0,2
1220,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-170.0,2
1240,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,30.0,2
1260,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-30.0,2
1280,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-40.0,2
1300,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-60.0,2
1320,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-110.0,2
1340,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-70.0,2
1360,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,295.0,2
1380,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,15.0,2
1400,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-130.0,2
1420,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-5.0,2
1440,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,70.0,2
1460,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,170.0,2
1480,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,0.0,2
1500,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,80.0,2
1520,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-95.0,2
1540,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,65.0,2
1560,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,10.0,2
1580,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-35.0,2
1600,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-155.0,2
1620,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-50.0,2
1640,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,115.0,2
1660,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,120.0,2
1680,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,15.0,2
1700,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-125.0,2
1720,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,155.0,2
1740,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,40.0,2
1760,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,85.0,2
1780,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,20.0,2
1800,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,50.0,2
1820,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,50.0,2
1840,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-20.0,2
1860,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,5.0,2
1880,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-30.0,2
1900,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,90.0,2
1920,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-10.0,2
1940,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-105.0,2
1960,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,70.0,2
1980,before,maniac,maniac,True,1.0,1.0,0.0586316889432405,-50.0,2
2000,after,nit,maniac,False,1.0,0.0,0.0586316889432405,35.0,2
2020,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-80.0,2
2040,after,nit,maniac,False,1.0,0.0,0.0586316889432405,115.0,2
2060,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-65.0,2
2080,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-180.0,2
2100,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-55.0,2
2120,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-35.0,2
2140,after,nit,maniac,False,1.0,0.0,0.0586316889432405,20.0,2
2160,after,nit,maniac,False,1.0,0.0,0.0586316889432405,45.0,2
2180,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-40.0,2
2200,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-45.0,2
2220,after,nit,maniac,False,1.0,0.0,0.0586316889432405,60.0,2
2240,after,nit,maniac,False,1.0,0.0,0.0586316889432405,40.0,2
2260,after,nit,maniac,False,1.0,0.0,0.0586316889432405,55.0,2
2280,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-70.0,2
2300,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-145.0,2
2320,after,nit,maniac,False,1.0,0.0,0.0586316889432405,105.0,2
2340,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-20.0,2
2360,after,nit,maniac,False,1.0,0.0,0.0586316889432405,135.0,2
2380,after,nit,maniac,False,1.0,0.0,0.0586316889432405,0.0,2
2400,after,nit,maniac,False,1.0,0.0,0.0586316889432405,30.0,2
2420,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-55.0,2
2440,after,nit,maniac,False,1.0,0.0,0.0586316889432405,50.0,2
2460,after,nit,maniac,False,1.0,0.0,0.0586316889432405,-5.0,2
2480,after,nit,maniac,False,1.0,0.0,0.0586316889432405,130.0,2
2500,after,nit,maniac,False,1.0,0.0,0.0586316889432405,0.0,2
2520,after,nit,maniac,False,0.9999999999999997,0.0,0.05863168894324048,-120.0,2
2540,after,nit,maniac,False,0.9999999999997397,0.0,0.058631688943224736,-125.0,2
2560,after,nit,maniac,False,0.9999999998576392,0.0,0.05863168893455785,-75.0,2
2580,after,nit,maniac,False,0.9999998674558114,0.0,0.058631680742924755,40.0,2
2600,after,nit,maniac,False,0.9999840539872231,0.0,0.05863068373717381,-125.0,2
2620,after,nit,maniac,False,0.9964308176640047,0.0,0.05839528673474251,-65.0,2
2640,after,nit,maniac,False,0.6145928794352216,0.0,0.06214063746131883,5.0,2
2660,after,nit,bluff_heavy,False,0.8998656408157879,0.0,0.05228521601094394,-50.0,2
2680,after,nit,bluff_heavy,False,0.9986362894767227,0.0,0.05188222472518583,20.0,2
2700,after,nit,bluff_heavy,False,0.9999364063590398,0.0,0.05191992378997621,-5.0,2
2720,after,nit,bluff_heavy,False,0.9999993813733192,0.0,0.051922145697861806,45.0,2
2740,after,nit,bluff_heavy,False,0.9999999999821866,0.0,0.05192217045076254,-60.0,2
2760,after,nit,bluff_heavy,False,0.9999999999999858,0.0,0.05192217045155603,30.0,2
2780,after,nit,bluff_heavy,False,0.9999999999999999,0.0,0.051922170451556754,10.0,2
2800,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-75.0,2
2820,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-90.0,2
2840,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,55.0,2
2860,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,50.0,2
2880,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-90.0,2
2900,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,65.0,2
2920,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-5.0,2
2940,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,70.0,2
2960,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-15.0,2
2980,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,20.0,2
3000,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,20.0,2
3020,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-5.0,2
3040,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-15.0,2
3060,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-70.0,2
3080,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,45.0,2
3100,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,10.0,2
3120,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,15.0,2
3140,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,5.0,2
3160,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,35.0,2
3180,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,15.0,2
3200,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-50.0,2
3220,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-25.0,2
3240,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,110.0,2
3260,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,35.0,2
3280,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-35.0,2
3300,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,40.0,2
3320,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,0.0,2
3340,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,85.0,2
3360,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,100.0,2
3380,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,150.0,2
3400,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,20.0,2
3420,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,40.0,2
3440,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,25.0,2
3460,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,30.0,2
3480,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-75.0,2
3500,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-130.0,2
3520,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,70.0,2
3540,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,70.0,2
3560,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-65.0,2
3580,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-60.0,2
3600,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,130.0,2
3620,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-15.0,2
3640,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-70.0,2
3660,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-25.0,2
3680,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-20.0,2
3700,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,55.0,2
3720,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,40.0,2
3740,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-5.0,2
3760,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,120.0,2
3780,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-85.0,2
3800,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,85.0,2
3820,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,60.0,2
3840,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-95.0,2
3860,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-10.0,2
3880,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,5.0,2
3900,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-15.0,2
3920,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-40.0,2
3940,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,35.0,2
3960,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-45.0,2
3980,after,nit,bluff_heavy,False,1.0,0.0,0.05192217045155677,-35.0,2
