simulations,repeats,mean_elapsed_seconds,mean_elapsed_ms,rms_error_vs_reference,max_abs_error,theoretical_std_error,reference_equity,reference_simulations,throughput_sims_per_sec
100,12,0.000801510342474406,0.801510342474406,0.03640933134399294,0.07540650000000004,0.049749371855330994,0.5804065,1000000,124764.45368288335
300,12,0.00232629858267804,2.32629858267804,0.024390520920401025,0.04040650000000012,0.028634995424531903,0.5804065,1000000,128960.22988357725
1000,12,0.007876461764681153,7.876461764681153,0.016193562010358716,0.027593499999999938,0.015594670564010002,0.5804065,1000000,126960.56044912204
3000,12,0.023717236254015006,23.717236254015006,0.007981465023206393,0.015426833333333279,0.009000513874218515,0.5804065,1000000,126490.28613070972
10000,12,0.078446048743596,78.446048743596,0.0033870797033235893,0.006143499999999968,0.004928934976239796,0.5804065,1000000,127476.14647469873
30000,12,0.23413010417910604,234.13010417910604,0.002939626634455469,0.0051398333333333435,0.002850429571264784,0.5804065,1000000,128133.88566662255
100000,12,0.7685165834215392,768.5165834215392,0.0020769829280312757,0.004666500000000018,0.0015618359321644512,0.5804065,1000000,130120.80956638118
300000,12,2.3145577154112593,2314.5577154112593,0.0007902796797477832,0.0015181666666667093,0.0009014307366625568,0.5804065,1000000,129614.39587463252
